	ERR048962	ERR048970	ERR048972	ERR048961	ERR048967	ERR048969	ERR048974	ERR048964	ERR048963	ERR048971	ERR048973	ERR048965
WBGene00224143	100	86	235	106	205	337	470	285	62	41	82	41
WBGene00224144	131	101	204	552	77	140	633	16	103	60	123	83
WBGene00224145	10	7	28	190	75	141	486	202	24	6	26	51
WBGene00224146	2899	2277	6235	2413	1475	2744	4612	15	915	687	1178	1411
WBGene00224147	609	542	1478	720	407	762	2715	1	246	192	326	407
WBGene00224148	89	79	260	39	42	118	137	99	27	24	24	38
WBGene00224149	7	13	24	43	6	8	465	20	25	33	40	1
WBGene00224150	1141	949	2665	1225	446	832	4931	139	917	691	1116	543
WBGene00224151	86	78	282	306	129	182	1255	0	120	82	160	39
WBGene00224152	175	147	397	983	69	174	887	88	149	136	223	95
WBGene00224153	1712	1512	3482	2188	519	977	2084	10	485	394	659	1315
WBGene00224154	717	713	1797	977	413	779	2696	3	342	277	419	421
WBGene00224155	195	125	373	463	108	230	1437	0	120	104	160	240
WBGene00224156	651	316	867	2612	694	1286	2900	334	757	499	874	1357
WBGene00224157	2	1	6	21	4	6	63	5	2	3	2	3
WBGene00224158	551	462	1364	1799	328	668	2132	0	320	245	383	558
WBGene00224159	786	652	2022	1158	412	738	992	8	144	114	206	141
WBGene00224160	203	210	465	130	120	187	1537	19	232	179	337	136
WBGene00224162	74	57	184	308	77	177	613	41	67	53	83	33
WBGene00224163	1937	1642	4624	1983	792	1574	5666	62	1141	929	1471	1055
WBGene00224164	238	207	568	766	227	394	1884	2	245	192	282	99
WBGene00224165	782	632	1650	1909	408	746	2506	27	484	337	518	515
WBGene00224166	377	296	713	51	352	674	774	7	93	59	130	135
WBGene00224167	204	199	583	735	161	320	1549	236	78	55	124	35
WBGene00224168	466	339	973	622	122	239	3891	98	972	749	1253	101
WBGene00224169	1406	1168	3030	4195	423	794	37363	11	7213	5298	9196	86
WBGene00224171	357	257	654	228	154	276	540	0	194	166	259	145
WBGene00224172	1	3	10	7	32	60	74	54	0	0	1	0
WBGene00224173	688	591	1657	413	131	267	1901	54	188	175	272	661
WBGene00224174	108	106	279	202	159	259	662	62	43	24	58	70
WBGene00224175	62	77	175	43	87	129	24	70	2	4	4	4
WBGene00224176	99	77	237	314	111	186	2039	0	125	94	138	86
WBGene00224177	71	62	185	388	116	206	1131	0	77	57	87	54
WBGene00224178	74	56	165	62	105	174	1468	77	49	46	63	21
WBGene00224179	431	322	861	277	85	173	661	9	49	37	58	56
WBGene00224180	104	95	267	354	123	225	1737	30	270	204	407	20
WBGene00224181	38	27	85	268	14	16	1176	16	203	144	266	24
WBGene00224182	63	56	117	83	82	171	568	3	41	31	60	79
WBGene00224183	1	0	4	74	2	9	13	5	1	7	5	0
WBGene00224185	473	415	1155	746	697	1491	3147	46	483	349	545	462
WBGene00224186	737	547	1555	1056	477	910	1620	0	288	217	409	1011
WBGene00224187	653	643	2045	854	650	1198	2568	160	312	265	389	367
WBGene00224189	138	121	328	525	190	407	1117	141	197	155	269	84
WBGene00224190	1556	1302	3385	1819	1505	2876	6159	193	718	549	954	1134
WBGene00224191	4733	3491	4595	2411	1490	3182	6932	1	1069	828	1264	1994
WBGene00224192	97	105	211	138	136	306	559	90	79	68	118	104
WBGene00224194	0	0	0	4	1	2	60	0	2	0	0	1
WBGene00224195	1575	1294	3890	2454	550	1116	5385	9	930	747	1209	459
WBGene00224196	522	501	1407	242	108	203	912	46	133	87	165	126
WBGene00224198	956	820	2238	1019	747	1439	2920	185	791	600	998	685
WBGene00224199	416	408	1067	770	729	1534	4737	6	747	550	895	190
WBGene00224200	195	196	609	89	208	380	633	55	61	50	65	35
WBGene00224201	76	63	213	123	100	193	663	130	45	35	70	106
WBGene00224202	57	38	93	81	112	194	2797	3	183	125	228	51
WBGene00224203	28	48	113	111	0	0	443	1	2	1	4	0
WBGene00224204	216	190	494	801	221	355	667	278	108	91	146	138
WBGene00224205	250	238	723	200	95	183	839	38	51	29	62	119
WBGene00224206	190	143	408	314	185	324	1453	39	114	91	144	119
WBGene00224207	442	384	1125	1276	344	613	2629	2	280	248	386	184
WBGene00224208	1180	1007	2773	1458	603	1110	2421	13	245	177	328	407
WBGene00224209	3180	2834	7809	1073	1134	2211	2396	12	309	259	406	1016
WBGene00224210	13	7	14	60	20	58	325	1	4	3	9	11
WBGene00224211	24	15	64	73	13	21	237	1	41	27	36	10
WBGene00224212	14	12	33	22	3	8	333	0	11	8	16	2
WBGene00224213	272	230	674	2645	340	694	3997	5	721	559	978	142
WBGene00224214	131	94	258	396	111	234	3104	0	241	200	336	216
WBGene00224215	0	0	1	0	0	1	2	0	0	0	0	0
WBGene00224216	204	174	445	232	239	429	1805	143	92	74	117	107
WBGene00224217	1088	944	2469	732	338	622	2503	2	444	343	575	541
WBGene00224218	0	1	2	218	5	4	1	26	0	0	0	2
WBGene00224219	370	366	617	44	422	861	221	0	46	25	54	266
WBGene00224220	430	350	961	342	36	51	9182	5	1032	788	1417	330
WBGene00224221	485	415	1109	454	550	1039	2246	38	220	192	320	230
WBGene00224222	1205	1145	2284	841	1260	2517	5724	121	529	456	746	580
WBGene00224223	2297	1991	5995	475	946	1732	1138	0	136	93	188	141
WBGene00224224	105	126	365	139	36	80	867	9	79	50	120	36
WBGene00224225	128	78	255	279	73	173	514	4	56	37	85	18
WBGene00224226	361	299	734	147	105	158	1537	1	121	100	139	98
WBGene00224228	3	0	5	15	2	9	45	23	2	2	1	5
WBGene00224229	1146	850	2435	1823	1252	2531	3514	198	607	471	792	1080
WBGene00224230	1105	857	2533	1324	476	991	4634	11	598	444	833	570
WBGene00224232	377	270	550	428	188	388	502	40	66	42	86	130
WBGene00224233	168	115	358	607	91	185	3484	0	520	338	632	108
WBGene00224234	0	0	0	36	0	0	8	5	3	2	2	1
WBGene00224235	9	13	21	9	15	25	17	0	15	5	11	2
WBGene00224237	106	97	285	272	48	71	258	1	39	38	80	66
WBGene00224238	18	23	82	209	81	148	731	168	44	44	66	20
WBGene00224239	267	223	584	883	98	193	1476	38	351	293	488	141
WBGene00224240	42	14	57	11	11	13	174	0	5	2	3	32
WBGene00224241	84	79	197	78	58	117	643	13	73	78	108	26
WBGene00224242	24	31	75	17	149	251	325	3	4	0	2	4
WBGene00224243	43	27	90	314	19	27	2012	47	111	74	127	40
WBGene00224244	30	33	71	161	80	116	1028	21	67	47	94	37
WBGene00224245	88	77	257	520	117	219	1755	55	183	129	241	67
WBGene00224246	271	192	599	1637	656	1403	6473	1	1175	887	1518	339
WBGene00224247	1	1	3	1	5	4	0	64	0	0	0	12
WBGene00224248	201	183	553	684	272	543	5081	1	387	311	510	153
WBGene00224249	38	48	111	59	135	290	615	1	65	48	90	19
WBGene00224250	270	231	658	102	298	520	616	41	34	27	46	26
WBGene00224251	35	31	92	140	45	97	494	8	55	43	73	150
WBGene00224252	71	70	168	107	72	117	1101	0	133	97	177	28
WBGene00224253	700	704	1802	541	738	1435	4852	12	621	436	749	176
WBGene00224254	0	1	1	2	30	59	15	162	0	1	0	2
WBGene00224255	11	7	25	1835	5	7	512	1	177	148	265	19
WBGene00224256	869	680	1836	2186	468	1001	3691	55	467	343	561	532
WBGene00224257	220	167	577	3050	168	315	5825	51	477	348	567	156
WBGene00224258	689	581	1674	1409	318	752	1593	0	364	312	507	301
WBGene00224261	148	144	403	580	208	405	1310	30	193	135	227	69
WBGene00224262	19	13	31	66	24	44	899	0	70	66	76	14
WBGene00224264	141	105	359	76	63	126	1073	0	226	201	346	66
WBGene00224266	101	61	210	148	42	75	284	6	251	202	325	37
WBGene00224267	60	59	153	161	2	1	5532	15	720	520	972	1
WBGene00224268	105	75	199	241	88	193	581	16	55	56	95	39
WBGene00224269	771	697	2124	1561	281	498	11147	48	914	791	1299	454
WBGene00224270	348	334	1029	986	167	313	8547	3	596	468	766	109
WBGene00224271	79	60	210	136	55	146	734	49	47	31	58	42
WBGene00224272	117	108	278	284	283	517	1746	2	129	91	171	117
WBGene00224273	7707	5647	10172	5977	4349	8580	7079	2	2164	1686	2654	4135
WBGene00224274	1152	1132	2988	920	905	1783	3440	196	675	488	815	813
WBGene00224275	21	15	56	544	33	78	4870	202	147	105	209	5
WBGene00224276	25	21	64	141	26	51	860	26	30	24	37	10
WBGene00224277	928	850	2428	593	488	939	2402	45	221	183	291	454
WBGene00224278	7	2	20	1126	3	18	5	38	0	0	0	6
WBGene00224279	274	259	794	409	154	266	1496	22	268	168	372	135
WBGene00224280	388	238	752	610	247	530	2202	5	316	227	402	253
WBGene00224281	0	0	7	2	6	1	9	0	0	0	0	26
WBGene00224282	16	5	24	628	51	86	679	35	83	64	115	8
WBGene00224285	974	607	1190	36	133	275	245	0	2132	1243	2052	25
WBGene00224286	2159	1859	5237	1602	1821	3596	5237	5	787	603	1045	1694
WBGene00224287	87	78	206	170	73	174	3503	3	278	207	380	467
WBGene00224288	381	318	997	571	572	1118	2623	84	316	299	391	96
WBGene00224289	14	21	44	775	110	177	7201	4	270	211	347	74
WBGene00224290	27	29	75	61	49	125	396	20	27	16	30	28
WBGene00224291	178	185	482	158	238	468	1083	0	105	90	120	164
WBGene00224292	2	0	2	1199	11	26	4	47	0	0	2	7
WBGene00224293	244	239	645	936	301	537	3100	14	509	393	642	371
WBGene00224294	1361	1139	3215	1888	583	1178	7462	24	780	635	1066	674
WBGene00224295	3051	2625	6179	2088	944	1656	2231	17	587	454	734	1047
WBGene00224296	1151	997	2925	2240	303	619	3419	29	556	423	749	231
WBGene00224297	200	159	450	544	258	497	1703	128	181	130	209	115
WBGene00224298	3	4	16	80	5	7	365	0	23	20	33	2
WBGene00224299	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00224300	191	146	424	169	78	166	1005	0	76	47	99	67
WBGene00224301	1604	1503	4126	903	206	430	2902	12	862	614	1173	228
WBGene00224302	177	169	485	315	175	344	2922	8	271	220	388	78
WBGene00224304	4271	3562	9283	2279	953	1785	2120	0	513	393	682	1906
WBGene00224305	63	31	84	580	60	100	3	204	1	0	2	8
WBGene00224306	274	252	764	299	103	221	540	14	54	29	43	165
WBGene00224307	399	360	1022	369	209	438	2016	10	470	344	556	482
WBGene00224308	120	90	251	308	201	386	948	8	90	77	129	46
WBGene00224309	69	53	134	171	47	83	319	7	10	11	20	20
WBGene00224310	40	24	70	225	25	81	587	4	54	38	49	49
WBGene00224311	287	246	795	143	270	596	1171	0	123	124	181	57
WBGene00224312	94	56	169	190	116	202	1152	1	54	34	62	69
WBGene00224314	41	46	113	214	17	29	717	0	127	90	192	47
WBGene00224315	412	346	1056	272	311	639	3970	99	92	67	109	5
WBGene00224316	155	117	338	149	69	138	491	12	61	47	78	63
WBGene00224317	107	60	200	378	96	165	1370	2	174	129	245	174
WBGene00224318	360	290	786	424	229	484	904	43	181	164	260	190
WBGene00224319	142	134	416	41	252	452	59	30	4	0	6	58
WBGene00224320	480	417	1284	1374	141	289	3427	25	309	236	372	207
WBGene00224321	16	16	38	186	54	91	520	23	47	45	68	11
WBGene00224322	45	42	160	635	252	483	3508	143	181	168	270	68
WBGene00224323	79	90	255	175	71	138	111	136	25	15	38	7
WBGene00224324	2642	2186	5674	582	572	1069	1358	229	237	199	299	555
WBGene00224326	172	127	391	467	91	171	929	21	88	82	133	83
WBGene00224327	0	0	4	286	3	2	9	3	1	2	4	1
WBGene00224328	919	738	2186	592	392	649	1635	15	190	148	262	215
WBGene00224329	239	291	723	4899	112	231	170	14	36	24	44	57
WBGene00224331	789	699	1609	957	294	604	1165	6	489	347	599	381
WBGene00224332	8	5	10	3	16	38	11	90	0	0	0	1
WBGene00224333	812	754	1943	1387	558	1046	1995	149	265	194	350	574
WBGene00224334	0	0	4	50	3	6	149	0	0	2	0	3
WBGene00224335	170	140	367	850	138	248	1992	65	217	178	323	55
WBGene00224336	36	27	97	143	18	43	2606	4	104	83	136	9
WBGene00224337	1751	1047	2817	2089	335	630	9934	144	1679	1112	1869	674
WBGene00224338	1896	1600	4513	1879	1087	2259	5419	91	967	707	1175	1523
WBGene00224339	82	81	266	202	193	350	1362	2	100	84	147	86
WBGene00224340	195	224	611	507	234	432	972	6	98	61	101	237
WBGene00224341	124	106	294	723	103	200	1649	2	150	86	166	52
WBGene00224342	812	650	1774	1167	374	737	847	0	226	137	238	257
WBGene00224343	1	0	6	22	0	1	268	21	23	21	26	5
WBGene00224344	83	53	134	22	59	89	163	0	24	22	24	39
WBGene00224345	1252	966	2717	650	374	697	1393	4	195	143	280	413
WBGene00224346	623	492	1473	876	1341	2636	25343	61	1602	1207	2219	40
WBGene00224349	804	578	1429	1330	468	979	3397	63	763	511	974	323
WBGene00224350	155	160	364	339	80	134	978	26	84	46	104	42
WBGene00224351	12	9	43	136	41	88	701	5	41	28	38	18
WBGene00224353	993	796	2190	655	252	475	1474	35	237	176	255	291
WBGene00224354	1867	1733	5196	2055	365	652	5315	107	708	562	969	515
WBGene00224355	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00224356	277	219	570	760	489	992	2159	1	302	197	359	242
WBGene00224357	1643	1448	4072	1286	1376	2843	6173	31	886	679	1191	423
WBGene00224358	42	18	68	206	17	30	3988	0	110	100	153	50
WBGene00224359	1833	1610	4452	2064	737	1404	5043	9	979	812	1242	636
WBGene00224360	33	33	102	1456	65	141	834	3	32	46	64	435
WBGene00224361	410	308	737	1119	883	1783	4125	21	680	536	878	182
WBGene00224362	156	120	381	1041	159	301	437	65	82	79	122	111
WBGene00224363	1178	1127	3301	913	336	705	3751	2	396	278	509	220
WBGene00224365	1180	1088	2447	1313	991	1975	4280	20	479	385	633	1042
WBGene00224366	303	295	792	828	142	224	2203	23	292	246	399	378
WBGene00224367	630	661	1819	599	484	882	3544	94	478	327	635	367
WBGene00224368	532	414	1203	621	487	918	3336	280	375	237	446	103
WBGene00224369	101	129	358	343	93	162	543	0	60	52	68	50
WBGene00224370	163	153	415	354	99	188	692	15	76	74	120	66
WBGene00224371	1043	855	2191	1128	495	956	2779	69	326	268	465	468
WBGene00224372	432	409	739	654	244	483	1981	0	384	285	429	356
WBGene00224373	1146	980	2705	8117	2665	5479	5878	0	1089	860	1473	9817
WBGene00224375	28	29	62	133	46	70	608	3	43	37	48	21
WBGene00224376	23	19	72	40	27	50	99	15	5	5	9	9
WBGene00224377	6418	5441	14479	29540	2610	5107	149777	83	35906	25775	44514	6957
WBGene00224379	245	209	593	918	202	384	2561	72	317	219	382	121
WBGene00224380	5	4	15	22	13	21	172	6	16	8	15	8
WBGene00224381	9	4	10	197	49	58	580	115	52	44	64	10
WBGene00224382	35	36	96	218	81	194	1527	157	79	60	85	34
WBGene00224383	4138	3474	9101	2796	4400	8729	17736	58	2491	1799	3144	3372
WBGene00224384	353	318	927	143	235	540	1253	7	240	196	280	110
WBGene00224385	344	275	813	614	134	327	1729	43	187	123	214	189
WBGene00224386	14	21	41	748	159	287	4225	1	261	182	322	95
WBGene00224387	442	356	983	774	227	474	1412	0	299	235	401	157
WBGene00224388	173	157	470	41	123	286	67	0	3	3	5	27
WBGene00224389	475	463	1205	1735	216	418	3223	0	515	387	629	400
WBGene00224390	9	2	7	19	25	26	123	121	1	3	3	15
WBGene00224391	17	11	43	285	60	104	1218	0	102	70	126	28
WBGene00224392	1204	1166	2102	62	280	559	91	3	19	27	16	101
WBGene00224393	13	6	30	201	12	39	378	7	25	14	28	6
WBGene00224394	56	47	130	90	30	51	309	55	21	19	31	24
WBGene00224395	896	720	2098	1544	464	813	3538	25	505	390	721	707
WBGene00224396	12	15	31	69	9	28	106	38	15	6	27	9
WBGene00224397	1053	793	2267	838	719	1334	4062	45	366	270	485	666
WBGene00224398	40	32	90	67	152	204	2108	199	36	31	56	7
WBGene00224399	18	12	50	65	17	37	248	0	20	14	25	5
WBGene00224400	451	472	1225	136	243	500	1776	156	137	92	179	170
WBGene00224401	198	210	505	256	88	196	684	94	84	61	114	74
WBGene00224402	68	45	182	223	167	320	669	0	80	48	116	59
WBGene00224403	108	108	284	96	307	595	958	1	145	96	166	303
WBGene00224404	0	0	1	5	3	2	33	1	0	0	1	60
WBGene00224405	74	65	175	131	124	222	594	5	20	19	13	99
WBGene00224406	1306	1129	2678	710	347	611	1552	20	379	297	563	210
WBGene00224407	278	269	589	403	191	391	6402	166	780	636	1051	86
WBGene00224408	172	112	358	408	140	176	8378	239	352	223	404	71
WBGene00224409	1206	996	2469	1836	553	1021	1848	66	447	358	524	564
WBGene00224410	55	44	142	243	26	62	3656	54	328	272	414	8
WBGene00224412	1202	1044	2987	629	788	1591	3332	4	252	223	354	413
WBGene00224413	1428	1164	3231	1509	578	1129	4594	196	871	631	1128	590
WBGene00224414	37	28	69	18	90	171	406	2	5	10	13	35
WBGene00224415	850	748	2081	1062	928	1815	4425	78	453	396	626	526
WBGene00224416	2171	1985	5787	2216	281	499	255	247	50	33	51	11
WBGene00224417	67	62	151	359	57	116	452	64	161	127	181	47
WBGene00224418	39	37	102	37	67	121	201	0	18	10	15	55
WBGene00224419	700	555	1461	985	286	518	2689	32	219	175	274	290
WBGene00224420	36	39	85	187	84	172	553	17	39	38	57	42
WBGene00224421	241	206	569	588	181	338	1005	6	115	99	149	101
WBGene00224422	75	102	242	143	56	99	1185	113	56	41	56	38
WBGene00224423	42	43	134	135	62	132	486	157	37	22	54	33
WBGene00224424	13	8	30	53	13	14	1508	9	51	53	56	10
WBGene00224425	6	5	12	14	46	85	3	1	1	1	0	1
WBGene00224426	26	28	72	90	49	113	111	125	16	20	22	18
WBGene00224427	92	70	228	203	82	138	2042	35	138	113	211	59
WBGene00224429	7	8	26	25	32	52	418	0	13	7	17	5
WBGene00224430	61	56	191	6	41	98	378	0	11	4	16	76
WBGene00224431	5689	4977	13165	3347	3242	6599	7682	354	1430	1100	1905	3080
WBGene00224432	399	411	1007	729	310	612	4015	106	472	335	632	111
WBGene00224433	64	70	152	485	47	94	69	0	7	4	6	55
WBGene00224434	23	34	97	81	25	53	721	5	101	79	126	40
WBGene00224436	26	46	142	65	28	51	63	0	15	10	17	6
WBGene00224438	293	296	781	425	195	368	2526	131	184	152	253	145
WBGene00224439	26	22	79	228	10	28	841	1	102	90	112	4
WBGene00224440	6	8	32	14	16	32	237	38	9	8	11	14
WBGene00224441	833	721	2074	1598	723	1390	3591	0	629	508	880	424
WBGene00224442	69	56	203	184	99	147	699	13	37	34	62	33
WBGene00224443	252	202	548	260	207	435	2248	3	173	173	251	189
WBGene00224444	7	3	5	20	13	35	149	5	22	14	33	1
WBGene00224445	5	5	28	443	4	4	51	13	0	0	0	1
WBGene00224446	1030	897	2667	39	783	1517	810	49	33	35	50	3
WBGene00224447	0	0	0	1	0	0	9	0	0	0	1	0
WBGene00224448	1014	897	2594	597	584	1200	1976	9	224	163	296	356
WBGene00224449	19	14	44	15	29	61	554	3	44	42	56	0
WBGene00224450	225	191	637	781	269	587	2528	74	344	229	410	106
WBGene00224452	215	203	599	1048	38	71	25	5	4	1	1	1
WBGene00224453	1698	1477	4120	850	1211	2248	5601	135	469	382	604	907
WBGene00224455	926	779	2088	2495	588	1143	1472	277	227	201	281	342
WBGene00224456	9	6	15	131	33	45	538	30	15	15	24	147
WBGene00224457	99	82	256	88	49	87	724	26	252	176	310	52
WBGene00224458	11	9	44	7	36	52	272	67	3	5	8	12
WBGene00224459	37	32	96	30	49	91	143	7	2	2	2	8
WBGene00224460	14	13	37	11	23	50	39	0	20	13	23	61
WBGene00224461	36	27	83	5	13	21	112	0	3	6	14	13
WBGene00224462	233	221	620	313	248	388	491	422	83	58	104	135
WBGene00224463	21	17	30	74	49	72	616	2	43	32	76	19
WBGene00224464	187	231	495	281	171	300	1330	295	133	76	166	72
WBGene00224465	1492	1231	3402	2188	1136	2256	8378	63	1105	865	1467	1179
WBGene00224466	578	526	1389	201	1097	2095	1038	59	87	41	105	101
WBGene00224467	15	13	37	137	27	53	155	8	18	7	12	4
WBGene00224468	0	0	2	3	2	8	57	48	1	1	1	6
WBGene00224469	574	543	1399	652	631	1283	3047	1	288	243	386	591
WBGene00224470	987	973	2314	1224	659	1376	1856	194	569	456	802	320
WBGene00224472	1969	1705	4607	2639	686	1346	1849	735	187	145	266	390
WBGene00224473	23	17	63	186	69	109	786	137	40	37	61	10
WBGene00224474	4240	3629	8864	788	3272	6450	3272	142	545	439	732	871
WBGene00224476	53	46	146	88	64	94	1363	168	133	99	174	4
WBGene00224477	1	1	1	37	4	8	66	92	0	2	0	1
WBGene00224478	20	6	32	57	14	20	55	0	19	9	31	6
WBGene00224479	280	202	614	3670	595	1072	3482	0	885	568	1004	428
WBGene00224480	41	27	113	258	42	69	1265	8	69	61	79	52
WBGene00224481	642	585	1627	430	79	128	999	57	74	67	99	166
WBGene00224482	95	77	186	262	63	109	573	0	80	58	102	52
WBGene00224484	44	56	143	174	82	167	563	1	42	30	75	30
WBGene00224485	277	259	723	620	179	347	1906	2	101	104	163	128
WBGene00224486	1381	1196	3013	2740	566	1140	6792	34	1555	1217	2048	641
WBGene00224487	856	767	2108	591	573	1090	2645	269	331	257	414	365
WBGene00224488	272	237	629	158	75	140	445	0	47	33	65	72
WBGene00224489	461	491	1334	402	361	666	2754	42	158	132	245	278
WBGene00224490	708	628	1867	1034	640	1199	7776	9	884	714	1191	551
WBGene00224492	3133	2768	5977	2211	1453	2978	4288	99	663	455	903	1073
WBGene00224493	904	838	2173	957	1205	2326	5233	13	498	379	670	318
WBGene00224494	188	190	505	1623	20	25	47566	0	1389	1078	1724	1326
WBGene00224495	704	649	1703	113	154	242	92	42	17	15	48	17
WBGene00224496	13	2	13	17	1	0	25	0	30	16	32	0
WBGene00224497	221	200	533	380	213	399	882	8	109	64	124	156
WBGene00224498	42	42	83	23	112	233	247	0	29	19	30	47
WBGene00224499	347	312	845	1339	249	464	4451	2	390	283	509	399
WBGene00224500	203	221	571	1301	302	558	3241	10	368	259	494	176
WBGene00224501	39	40	76	85	33	52	525	0	27	19	35	19
WBGene00224502	91	85	213	128	70	125	870	98	143	95	194	62
WBGene00224503	872	909	2447	1145	467	890	9784	57	1053	889	1430	759
WBGene00224504	854	809	2274	401	499	1079	1343	231	172	133	208	649
WBGene00224505	2955	2527	6523	6090	2090	4194	10815	164	2711	2043	3617	1159
WBGene00224506	2386	2123	5925	309	3777	7851	347	11	42	37	46	75
WBGene00224507	67	47	122	2432	213	371	2381	76	372	220	402	176
WBGene00224508	54	49	119	614	60	112	503	156	68	40	81	60
WBGene00224509	66	55	191	225	189	368	10519	13	100	69	108	29
WBGene00224510	355	272	808	938	201	390	621	39	123	120	160	139
WBGene00224511	539	428	1218	669	184	384	946	9	117	85	149	298
WBGene00224513	69	95	192	642	125	268	1321	1	95	76	159	77
WBGene00224514	1182	1022	2896	1352	648	1319	2687	78	460	370	632	543
WBGene00224515	1334	1239	2751	729	1004	2119	1094	28	183	143	241	381
WBGene00224516	31	43	84	361	71	136	780	7	48	48	70	50
WBGene00224517	497	409	1038	2130	620	1302	7651	15	1339	985	1857	210
WBGene00224518	211	149	452	10	87	169	46	1	34	15	28	5
WBGene00224520	3686	3319	8553	7410	4223	8790	43097	61	5282	4105	6866	1928
WBGene00224521	5	6	23	74	28	38	277	181	5	2	4	13
WBGene00224522	0	0	2	0	0	0	146	0	1	1	2	1
WBGene00224523	266	172	566	982	337	674	3291	5	301	247	378	162
WBGene00224524	488	383	1009	1276	386	713	2219	77	328	228	427	279
WBGene00224525	222	189	626	41	274	521	30	6	3	0	2	1
WBGene00224526	359	308	904	709	509	985	3899	5	357	267	454	344
WBGene00224527	473	466	1329	286	349	685	842	109	89	78	138	376
WBGene00224529	214	130	301	41	140	258	67	96	6	2	6	40
WBGene00224530	3	1	14	245	25	34	7196	25	314	225	434	0
WBGene00224531	1	1	2	168	0	2	2	3	1	1	2	2
WBGene00224532	299	245	767	592	263	559	1321	57	178	134	250	178
WBGene00224533	23668	18361	46080	5746	6865	13828	19038	120	5299	4178	7056	7501
WBGene00224534	769	663	1876	1272	344	656	3385	36	418	318	494	546
WBGene00224535	540	463	1090	204	203	395	801	263	74	74	120	230
WBGene00224536	1170	988	2647	1284	439	822	5410	66	857	678	1059	451
WBGene00224537	1154	1059	3107	1830	444	905	1735	0	276	251	393	279
WBGene00224538	3668	3050	9037	1665	781	1615	12482	53	2687	2066	3523	1144
WBGene00224539	123	153	443	22	222	444	387	23	13	19	26	8
WBGene00224540	839	776	1952	1061	411	830	2794	122	577	434	773	331
WBGene00224541	737	694	2042	756	248	383	1458	22	206	146	234	236
WBGene00224542	99	83	211	266	101	183	376	92	42	28	62	72
WBGene00224543	8	7	2	54	16	16	215	24	15	3	20	5
WBGene00224544	12	10	22	67	17	23	301	6	49	26	48	11
WBGene00224545	2436	1980	4884	13303	188	340	51648	31	24638	17987	30443	1681
WBGene00224546	536	423	1241	234	312	588	3202	188	150	104	185	234
WBGene00224547	24	19	50	26	33	68	107	0	6	5	8	11
WBGene00224549	102	72	183	31	48	83	92	11	3	7	7	1
WBGene00224550	155	131	397	388	127	258	1721	113	144	86	172	89
WBGene00224551	77	60	175	185	98	163	2499	9	146	105	171	31
WBGene00224552	2520	1860	5274	930	918	1859	2751	15	229	187	343	1250
WBGene00224553	547	488	914	768	597	1223	2139	2	206	154	279	129
WBGene00224554	562	561	1362	661	463	822	4328	275	279	217	417	56
WBGene00224555	261	240	635	231	218	356	783	99	112	76	123	70
WBGene00224556	359	314	775	503	911	1791	2732	59	317	258	436	349
WBGene00224558	576	420	1142	752	341	629	739	3	174	111	201	358
WBGene00224559	20	17	81	47	31	54	308	243	20	14	20	12
WBGene00224560	2797	2254	6189	2260	1848	3748	5736	63	1186	958	1571	734
WBGene00224561	60	59	175	41	62	123	189	6	6	4	12	88
WBGene00224562	689	584	1582	529	251	441	1162	6	142	115	182	396
WBGene00224563	346	279	730	349	186	318	1015	2	144	115	199	161
WBGene00224564	1110	880	2527	691	1072	1890	2165	29	248	228	357	345
WBGene00224565	153	168	445	193	122	252	1344	102	132	130	176	49
WBGene00224566	106	97	235	558	170	271	3781	49	190	173	260	96
WBGene00224568	40	24	122	190	187	325	190	14	2	0	5	11
WBGene00224569	86	85	246	514	284	522	1615	42	96	85	118	52
WBGene00224570	123	100	272	242	48	87	346	124	31	36	65	85
WBGene00224571	463	366	1091	642	213	409	2256	1	196	162	250	206
WBGene00224572	483	430	1155	849	446	889	1338	18	234	195	286	356
WBGene00224573	252	213	502	738	308	555	1608	16	223	163	266	247
WBGene00224574	229	209	493	18	405	815	84	0	17	4	20	53
WBGene00224575	358	332	987	528	261	565	1441	12	143	119	198	196
WBGene00224576	368	356	793	573	357	706	3505	57	694	542	895	299
WBGene00224577	6	1	10	72	4	7	483	0	7	6	14	28
WBGene00224578	1521	1182	2881	1397	498	1032	3728	1	666	462	803	569
WBGene00224579	558	439	1133	329	365	739	4970	86	1078	695	1317	192
WBGene00224580	205	149	527	2576	273	583	1620	14	133	102	176	191
WBGene00224581	589	455	1190	535	319	705	1754	0	227	183	317	315
WBGene00224582	2257	1795	4783	1444	643	1319	5243	66	1073	803	1400	481
WBGene00224583	23	11	50	1326	27	23	5	130	5	8	10	7
WBGene00224584	2006	1593	4857	3366	1266	2691	8921	3	1083	815	1460	1621
WBGene00224585	2598	1986	5415	1663	1255	2458	2892	213	842	627	1099	1643
WBGene00224586	157	135	383	374	291	524	2203	158	169	144	235	121
WBGene00224587	1393	1193	3274	425	529	984	3162	12	356	252	430	537
WBGene00224588	702	609	1620	560	608	981	2096	202	172	166	216	506
WBGene00224589	940	738	2172	241	230	454	1314	59	108	86	140	200
WBGene00224590	76	44	192	297	58	96	248	1	26	18	22	21
WBGene00224591	266	272	731	1081	129	248	6042	107	548	435	684	250
WBGene00224592	101	64	250	13	128	266	512	85	51	42	78	32
