	ERR048962	ERR048970	ERR048972	ERR048961	ERR048967	ERR048969	ERR048974	ERR048964	ERR048963	ERR048971	ERR048973	ERR048965
WBGene00234136	184	147	367	695	233	407	1605	402	219	192	345	90
WBGene00234137	417	454	1320	734	239	435	5445	8	502	382	700	102
WBGene00234139	982	754	2055	1123	417	868	3399	161	606	436	792	449
WBGene00234140	1703	1559	4844	2105	680	1362	9867	0	1211	1038	1669	575
WBGene00234141	606	504	1392	2508	275	603	14013	27	1380	1073	1711	148
WBGene00234142	184	177	478	554	189	360	1094	161	110	90	150	122
WBGene00234143	827	707	1976	3236	868	1714	7705	6	1436	1112	1894	873
WBGene00234144	76	74	175	377	88	142	1660	47	129	90	160	83
WBGene00234146	338	299	742	765	239	469	3808	127	418	285	527	178
WBGene00234147	1328	1253	3016	2203	529	928	7377	191	1020	741	1330	1494
WBGene00234149	6295	5894	15461	7349	2200	4595	10317	3	1762	1351	2295	6770
WBGene00234150	64	50	161	409	43	113	2220	2	84	67	136	25
WBGene00234151	329	317	844	597	221	482	1961	4	299	214	369	181
WBGene00234152	2473	2221	5827	2315	811	1626	5080	16	1040	827	1398	1731
WBGene00234153	552	463	1245	674	230	423	2491	10	445	303	494	160
WBGene00234154	498	467	1236	3762	1103	2153	7752	0	1355	1085	1851	916
WBGene00234155	217	166	499	879	196	393	1564	1	263	194	329	239
WBGene00234156	4470	3569	9538	20129	3540	6990	24590	2	4670	3261	5694	12033
WBGene00234157	2148	1987	6099	3300	1287	2594	4545	5	1177	865	1475	3014
WBGene00234158	103	97	308	244	59	131	962	0	119	87	140	62
WBGene00234159	304	258	708	3802	921	1859	4358	0	925	744	1229	1045
WBGene00234160	13	9	30	95	34	74	922	0	77	44	103	7
WBGene00234161	142	124	384	366	65	124	910	99	98	54	137	66
WBGene00234162	441	420	1067	1124	495	1036	2180	14	473	344	624	692
WBGene00234163	870	818	2335	2432	573	1214	4418	0	855	687	1116	1420
WBGene00234164	157	124	329	914	229	447	3489	1	280	231	341	212
WBGene00234165	359	370	1043	387	75	116	930	4	63	43	101	129
WBGene00234166	2022	1803	2330	4410	1560	3098	12219	1	1862	1428	2285	2796
WBGene00234167	1330	1034	2770	502	393	743	1804	9	311	247	378	598
WBGene00234168	85	61	174	457	93	171	1611	48	121	80	147	56
WBGene00234169	222	148	371	1090	284	636	4144	13	469	357	610	159
WBGene00234170	5	3	7	158	46	82	1039	32	24	22	32	1
WBGene00234171	0	0	0	3	0	0	1	0	0	0	0	0
WBGene00234172	76	59	118	945	204	343	1994	70	184	147	207	79
WBGene00234173	142	91	227	316	125	220	1079	110	147	95	143	92
WBGene00234174	850	687	1827	237	115	187	723	7	85	59	103	177
WBGene00234175	39	31	43	366	61	120	856	0	87	65	112	47
WBGene00234176	336	295	799	260	268	483	2651	19	96	62	121	212
WBGene00234177	9944	8431	24301	5074	5320	10194	23748	71	3445	2590	4478	5421
WBGene00234178	65	36	97	306	90	155	982	90	88	89	101	67
WBGene00234179	133	110	334	614	190	389	1338	7	143	130	191	166
WBGene00234180	179	149	396	920	205	360	2153	101	224	164	297	165
WBGene00234181	1771	1430	4290	1114	554	1098	3885	8	643	455	772	505
WBGene00234182	60	71	166	177	155	267	572	326	48	41	61	64
WBGene00234183	2352	2151	5824	1937	771	1642	3081	2	541	412	680	1089
WBGene00234184	43	49	132	383	77	134	1021	49	83	72	112	37
WBGene00234185	1269	1157	3000	1304	547	1226	1935	43	272	218	329	412
WBGene00234186	132	113	339	501	173	340	975	68	108	78	159	77
WBGene00234187	712	594	1550	590	422	790	2056	57	223	162	273	451
WBGene00234189	467	389	1171	1202	468	788	3225	517	335	281	453	167
WBGene00234190	1154	1083	2900	1233	413	720	4923	128	502	417	628	313
WBGene00234191	86	73	212	168	102	217	506	13	51	40	69	71
WBGene00234192	125	145	322	800	398	727	4014	28	167	162	226	270
WBGene00234193	177	186	555	418	106	229	382	12	83	57	108	39
WBGene00234194	282	250	682	1159	525	1052	3199	24	417	335	570	329
WBGene00234196	2385	2243	5386	1427	792	1548	2935	29	456	381	628	1173
WBGene00234197	322	304	890	763	272	550	3237	37	243	199	338	228
WBGene00234198	333	289	867	207	73	148	830	1	129	95	168	69
WBGene00234199	786	773	1748	1264	976	1820	6037	27	704	604	975	477
WBGene00234200	638	547	1540	991	989	1862	4825	43	363	266	467	375
WBGene00234201	388	317	959	819	308	523	2075	73	195	175	267	245
WBGene00234202	2223	1467	4126	5368	1678	3385	8951	0	1591	1137	1936	3370
WBGene00234203	143	129	352	636	343	706	2284	27	207	161	258	196
WBGene00234204	1160	1006	2693	480	514	970	1792	77	201	151	302	448
WBGene00234205	101	95	227	323	148	283	617	63	90	48	104	68
WBGene00234206	376	293	823	1039	307	589	3948	17	614	435	814	239
WBGene00234207	518	430	1285	2457	653	1385	11816	1	1424	1038	1818	403
WBGene00234208	499	444	1156	523	354	646	518	367	154	129	201	223
WBGene00234209	559	601	1548	1133	294	592	1925	86	204	193	321	197
WBGene00234210	1581	1381	3943	3092	686	1299	3856	26	772	540	1023	1153
WBGene00234211	143	130	327	1001	320	580	2651	1	273	191	313	135
WBGene00234212	130	121	359	406	127	258	494	44	102	73	131	80
WBGene00234214	160	114	370	380	142	298	1100	67	121	108	174	149
WBGene00234215	29	30	83	85	31	54	328	1	17	23	23	34
WBGene00234216	802	668	1770	1505	1165	2019	3303	6	494	413	660	848
WBGene00234217	774	546	1372	865	238	442	1128	1	235	169	291	268
WBGene00234218	247	219	713	554	237	442	2659	132	165	126	202	289
WBGene00234219	37	22	74	103	43	96	398	21	52	43	61	28
WBGene00234220	377	260	752	2258	359	687	2360	7	369	250	472	1074
WBGene00234221	265	213	761	1281	344	675	10544	2	870	652	1097	163
WBGene00234222	149	133	459	229	127	245	689	0	58	53	95	72
WBGene00234223	732	702	1902	726	238	426	1320	5	178	148	185	203
WBGene00234224	188	146	442	1254	253	421	12269	5	1046	735	1305	170
WBGene00234225	2166	1938	5142	1897	518	957	7104	52	1201	902	1482	641
WBGene00234226	2888	2047	5736	7240	2424	4851	44881	183	8778	6369	11044	1098
WBGene00234227	2929	2318	6085	1580	674	1298	2827	35	583	428	716	941
WBGene00234228	510	444	1167	845	240	479	3440	81	456	333	576	556
WBGene00234229	247	211	556	599	198	437	957	6	120	78	129	114
WBGene00234230	188	204	511	519	388	760	1709	109	155	136	205	249
WBGene00234231	606	436	1255	645	416	878	4249	1	493	391	608	1151
WBGene00234232	210	215	541	756	194	314	4327	43	361	312	487	150
WBGene00234233	360	283	771	539	282	551	1321	19	133	106	168	209
WBGene00234234	83	66	208	283	129	241	1174	22	108	76	120	76
WBGene00234235	718	545	1555	988	246	507	1335	50	240	210	323	399
WBGene00234236	1966	1624	2938	3152	840	1682	4895	17	966	728	1302	1205
WBGene00234237	364	309	810	468	130	260	639	0	95	76	111	150
WBGene00234238	143	124	387	590	253	418	3945	383	349	256	440	61
WBGene00234239	826	704	2041	1413	301	549	3766	56	648	448	774	282
WBGene00234240	2007	1658	4242	2650	997	1876	8934	12	1304	960	1632	1774
WBGene00234241	9	15	37	419	49	94	2524	126	169	112	204	44
WBGene00234242	2707	2376	6675	1984	1244	2473	3832	0	670	544	962	621
WBGene00234243	321	274	803	254	150	282	647	14	61	54	97	140
WBGene00234244	167	98	332	407	179	313	948	101	87	63	117	131
WBGene00234246	918	658	1609	1407	392	745	2166	207	282	223	376	429
WBGene00234247	437	336	800	342	119	226	518	187	93	64	127	197
WBGene00234248	302	250	751	356	150	341	2145	35	199	155	273	166
WBGene00234249	260	222	657	859	207	350	605	65	120	94	142	141
WBGene00234250	314	263	702	871	222	469	2190	2	289	187	386	131
WBGene00234251	204	167	537	257	228	351	959	282	68	47	95	107
WBGene00234252	84	46	142	358	85	172	493	13	46	30	37	7
WBGene00234253	58	46	126	160	8	21	326	40	74	59	93	17
WBGene00234254	9	4	24	5	6	4	141	29	2	1	5	1
WBGene00234255	423	377	970	580	169	338	1257	3	232	141	277	315
WBGene00234256	2457	2284	6479	1035	901	1677	3136	23	370	284	487	743
WBGene00234257	40	54	133	58	29	68	108	12	14	10	14	5
WBGene00234258	301	268	737	1239	228	452	3618	130	265	197	382	177
WBGene00234259	336	283	800	976	256	504	4319	0	414	316	473	220
WBGene00234260	177	141	423	423	221	314	832	355	141	92	157	50
WBGene00234261	72	40	125	505	85	179	781	139	42	41	65	27
WBGene00234262	844	877	2612	615	499	963	3193	0	281	277	410	211
WBGene00234263	153	164	477	398	240	426	3432	26	223	168	290	128
WBGene00234264	655	593	1663	664	303	511	6583	26	291	253	465	237
WBGene00234265	42	29	80	139	61	77	505	80	34	22	35	21
WBGene00234266	385	366	1078	588	241	425	1214	109	191	152	261	149
WBGene00234267	288	283	784	552	361	729	1713	42	117	85	179	186
WBGene00234268	1297	996	2690	3570	1729	3278	9842	0	2143	1595	2669	2237
WBGene00234269	424	411	1097	361	240	484	1083	210	119	110	163	213
WBGene00234270	481	397	966	1093	194	369	1673	53	214	205	332	383
WBGene00234271	21	22	68	759	115	199	1225	3	122	126	188	28
WBGene00234272	520	417	1319	948	150	318	4657	51	385	280	480	90
WBGene00234273	516	395	1330	1013	303	648	3782	0	368	280	502	414
WBGene00234274	990	763	2112	1939	262	543	1219	8	379	251	475	1022
WBGene00234275	220	155	432	490	100	172	11897	50	562	390	637	49
WBGene00234276	178	183	460	986	296	585	3119	62	351	232	420	218
WBGene00234277	65	68	161	156	116	218	1453	70	67	47	76	33
WBGene00234278	144	132	407	246	122	230	702	60	94	87	137	106
WBGene00234279	17	17	58	20	9	5	200	32	3	5	7	3
WBGene00234280	738	651	1800	1397	398	748	2427	0	450	352	560	439
WBGene00234281	321	307	856	946	222	403	2045	62	306	266	458	279
WBGene00234282	105	60	163	538	132	254	1086	62	189	126	216	103
WBGene00234283	173	182	518	1296	201	323	1786	41	157	149	235	176
WBGene00234284	273	209	572	577	292	588	1730	69	334	236	383	175
WBGene00234285	78	88	241	391	52	118	1721	2	160	117	204	18
WBGene00234286	490	485	1245	1164	392	685	3722	152	351	282	534	355
WBGene00234287	356	263	746	1443	200	434	2527	36	336	236	412	296
WBGene00234288	691	581	1654	823	422	901	2746	1	263	239	370	508
WBGene00234289	2143	1762	4864	4760	1884	3792	12021	6	2039	1471	2552	5936
WBGene00234290	64	68	172	234	125	226	1964	103	153	111	236	34
WBGene00234291	89	71	246	437	148	274	740	65	141	113	181	67
WBGene00234292	387	261	779	285	109	192	625	2	87	87	127	192
WBGene00234293	117	92	289	489	86	204	811	13	139	117	195	43
WBGene00234294	379	310	870	618	140	261	1122	9	148	112	179	101
WBGene00234295	1402	1067	2828	1159	477	920	4939	14	615	485	790	698
WBGene00234296	52	65	125	304	54	135	634	29	68	65	86	30
WBGene00234297	1877	1531	3741	4206	1382	2821	14155	43	1873	1399	2176	1047
WBGene00234298	518	414	1180	3057	271	515	6111	7	630	488	834	415
WBGene00234299	338	303	854	1038	358	675	3054	3	478	327	504	160
WBGene00234300	1639	1370	3764	2960	1377	2894	8734	4	1458	1125	1977	2012
WBGene00234301	289	314	880	1154	170	377	1517	2	297	218	374	406
WBGene00234302	248	241	635	591	142	303	1457	63	195	118	294	144
WBGene00234303	902	661	1700	1882	661	1317	5213	21	587	425	749	1037
WBGene00234304	3328	2484	6458	12208	2774	5506	9162	5	2561	1860	3155	7654
WBGene00234305	252	208	610	488	107	175	503	10	110	65	122	135
WBGene00234306	768	706	1895	3716	753	1491	6710	0	666	529	857	794
WBGene00234307	554	458	1323	2477	870	1682	4665	0	757	565	930	828
WBGene00234308	236	215	484	597	112	211	1929	2	209	133	274	102
WBGene00234309	103	76	267	339	233	359	1609	161	224	166	302	100
WBGene00234310	1077	860	2493	13845	2603	5061	15451	397	2501	1962	3256	3796
WBGene00234311	55	46	124	314	147	288	817	33	91	79	136	41
WBGene00234312	81	63	146	565	75	176	1689	38	76	62	107	30
WBGene00234313	49	34	100	169	45	103	739	0	80	77	102	33
WBGene00234314	545	502	1338	1166	290	540	4000	0	530	396	681	542
WBGene00234315	87	62	182	1295	229	410	2968	0	189	158	273	187
WBGene00234316	1138	1033	3216	1637	559	1148	6765	0	708	623	938	1047
WBGene00234317	72	86	233	179	66	95	602	5	39	40	60	23
WBGene00234318	303	259	710	386	68	152	944	1	168	131	228	84
WBGene00234319	1569	1196	3124	4241	836	1586	2978	3	1823	1281	2221	1413
WBGene00234320	1514	923	2395	11760	1644	3343	9222	0	1892	1316	2347	2670
WBGene00234321	131	103	302	2103	183	386	2378	1	379	304	522	241
WBGene00234322	740	494	1574	1993	425	919	4723	3	605	450	868	681
WBGene00234323	1186	847	1378	686	326	628	922	0	210	158	263	616
WBGene00234324	241	180	512	838	438	804	4264	17	668	461	832	125
WBGene00234325	118	105	276	250	128	281	1580	0	141	121	206	65
WBGene00234326	732	604	1651	2190	789	1599	4829	17	953	773	1259	905
WBGene00234329	216	169	376	1233	334	718	3523	0	400	269	486	187
WBGene00234330	105	87	234	655	231	483	2545	27	324	277	453	91
WBGene00234331	613	570	1445	797	287	511	870	1	240	170	267	213
WBGene00234332	532	461	1082	1214	242	449	2047	5	294	204	377	275
WBGene00234333	143	177	410	303	111	242	765	0	82	89	129	62
WBGene00234334	7139	6112	15917	3054	1171	2327	3921	3	1522	1183	2020	5046
WBGene00234335	178	122	328	2303	445	900	2728	1	830	587	1055	557
WBGene00234336	12	13	29	22	38	39	304	0	12	15	24	13
WBGene00234337	39	49	113	226	59	123	365	0	52	45	88	49
WBGene00234338	134	116	339	966	210	404	2556	0	276	176	322	163
WBGene00234339	543	479	1379	449	129	278	938	0	238	189	334	356
WBGene00234340	6	9	16	30	7	14	334	0	6	2	5	1
WBGene00234341	3	2	8	76	7	18	494	46	6	7	6	3
WBGene00234342	92	83	256	1220	209	343	1899	0	252	198	345	200
WBGene00234343	188	149	474	1266	258	476	220	0	315	215	407	421
WBGene00234344	112	108	268	256	125	172	57	25	210	174	242	96
WBGene00234345	439	269	619	1236	248	434	3242	2	402	274	508	332
WBGene00234346	16	23	71	142	31	72	340	0	28	20	24	9
WBGene00234347	693	663	1754	1013	403	784	4404	7	614	498	808	421
WBGene00234348	408	350	992	447	146	268	1066	218	118	112	218	176
WBGene00234349	1021	945	2466	708	426	786	2119	8	288	236	374	269
WBGene00234350	14	16	61	232	80	90	361	175	12	16	26	24
WBGene00234351	0	0	3	0	1	6	20	0	0	0	1	0
WBGene00234355	13	6	32	19	12	12	127	159	16	8	22	17
WBGene00234357	2	5	21	6	2	4	24	0	3	1	0	2
WBGene00234359	3	2	9	17	9	12	85	51	5	0	1	7
WBGene00234360	0	0	0	9	4	10	42	18	2	3	1	2
WBGene00234361	0	0	1	0	6	2	14	24	0	0	0	1
WBGene00234362	0	0	0	1	0	0	17	1	0	0	1	0
WBGene00234363	1	0	0	2	0	2	114	0	1	0	1	1
WBGene00234364	0	0	0	0	0	0	12	0	0	0	0	1
WBGene00234365	0	0	2	6	1	1	10	1	0	0	0	1
WBGene00234366	2	2	5	22	6	9	4	8	5	1	2	4
WBGene00234367	4	2	2	1	0	2	1	1	3	1	0	2
WBGene00234368	0	0	0	2	3	3	6	0	2	0	2	0
WBGene00234370	74	82	229	704	30	34	6252	214	234	178	340	12
WBGene00234373	6	2	8	6	4	12	7	0	2	1	1	0
WBGene00234377	242	209	606	217	66	98	693	1	32	34	46	54
WBGene00234378	0	0	0	0	0	0	22	0	0	0	0	0
WBGene00234379	6	6	11	189	35	73	10	447	0	0	0	6
WBGene00234380	0	0	1	2	8	13	62	2	1	0	2	3
WBGene00234381	33	34	119	42	19	58	535	0	25	21	40	15
WBGene00234382	1	2	2	40	1	2	6	10	1	1	1	0
WBGene00234385	0	0	0	0	0	2	7	0	1	0	1	0
WBGene00234386	0	0	0	1	0	0	11	0	1	2	3	0
WBGene00234387	35	24	76	62	67	136	239	0	34	23	43	103
WBGene00234391	0	0	0	9	0	2	14	1	1	0	0	0
WBGene00234397	0	1	3	40	5	16	64	31	1	0	2	2
WBGene00234399	0	0	0	0	0	2	17	0	0	0	1	1
WBGene00234403	0	0	0	1	4	3	10	9	0	0	0	0
WBGene00234405	0	0	0	1	0	3	0	13	1	0	0	3
WBGene00234418	1	0	0	2	0	0	84	0	0	0	0	0
WBGene00234419	0	0	0	20	2	3	12	0	0	1	0	0
WBGene00234423	9	11	25	8	3	9	17	0	1	0	2	7
WBGene00234425	2	0	1	152	44	54	11	160	1	0	3	3
WBGene00234429	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234434	0	0	3	4	2	0	33	0	1	2	1	2
WBGene00234440	7	0	6	4	3	2	82	5	8	3	13	8
WBGene00234443	0	0	1	3	2	3	18	0	4	2	5	2
WBGene00234453	2	5	6	20	2	3	276	0	7	2	5	2
WBGene00234461	1	2	5	26	1	1	140	4	24	17	18	0
WBGene00234462	1	0	0	1	0	1	0	0	0	0	0	0
WBGene00234466	8	6	18	120	6	8	258	0	11	6	17	13
WBGene00234468	0	0	0	1	0	0	33	0	0	0	1	0
WBGene00234470	4	2	5	11	14	17	73	0	4	4	8	3
WBGene00234475	1	0	5	2	5	3	25	0	0	1	0	0
WBGene00234476	3	3	13	1	3	0	40	1	2	3	4	2
WBGene00234479	0	0	1	3	1	2	21	0	1	0	1	0
WBGene00234492	84	64	207	35	130	301	251	161	32	17	47	42
WBGene00234493	0	1	2	6	30	25	52	98	0	0	1	7
WBGene00234494	0	1	2	25	1	1	45	2	5	6	13	2
WBGene00234496	0	0	2	2	1	0	1	0	1	0	0	1
WBGene00234498	1031	872	2489	617	336	624	1539	82	96	92	164	221
WBGene00234500	2	3	7	0	1	0	7	0	1	0	1	0
WBGene00234501	1	0	3	2	1	0	24	0	1	1	3	0
WBGene00234503	0	0	0	0	0	0	4	0	0	0	0	0
WBGene00234504	0	0	0	27	0	0	0	0	0	0	0	0
WBGene00234510	0	0	0	0	1	2	0	1	0	0	0	0
WBGene00234511	100	83	233	710	29	57	5007	63	359	262	509	17
WBGene00234514	2	3	6	5	16	9	107	0	4	1	3	1
WBGene00234516	18	14	45	216	62	127	625	3	39	18	36	20
WBGene00234518	3	4	5	2	0	1	218	0	8	10	17	0
WBGene00234519	0	0	0	0	0	0	12	0	0	0	0	0
WBGene00234520	1	3	6	17	0	13	94	3	5	3	4	2
WBGene00234526	0	1	3	16	2	0	27	0	3	0	5	1
WBGene00234531	68	116	294	11	10	36	137	0	3	5	9	4
WBGene00234533	8	1	10	8	1	2	33	0	15	4	3	1
WBGene00234534	0	0	0	0	0	0	2	3	0	0	0	0
WBGene00234535	0	5	16	7	5	16	28	24	1	1	2	4
WBGene00234537	0	6	5	4	5	3	170	0	8	2	12	0
WBGene00234539	0	0	0	1	0	0	8	0	0	1	0	0
WBGene00234545	0	0	0	0	1	1	31	6	1	0	0	0
WBGene00234549	0	0	0	0	0	2	1	0	0	0	0	0
WBGene00234552	1	0	1	4	3	6	23	36	0	0	0	0
WBGene00234553	0	0	0	32	1	1	119	0	0	1	8	0
WBGene00234562	0	0	2	0	0	8	34	0	0	0	2	1
WBGene00234566	136	119	213	20	111	208	80	2	19	10	26	208
WBGene00234568	0	0	0	5	1	3	24	1	0	0	0	2
WBGene00234571	0	0	1	15	0	3	11	0	0	0	0	0
WBGene00234573	0	0	0	3	0	1	34	0	0	0	0	0
WBGene00234574	5	4	11	40	31	43	37	0	4	2	6	2
WBGene00234575	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234579	2149	1835	5217	1584	1548	3286	4400	71	560	410	742	1144
WBGene00234581	177	129	328	148	80	169	684	27	52	58	114	79
WBGene00234584	3	0	11	41	4	17	186	1	9	3	6	8
WBGene00234586	0	0	0	2	0	1	34	1	4	3	4	0
WBGene00234588	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234592	0	0	0	41	4	9	228	25	7	4	10	0
WBGene00234593	0	1	3	2	0	0	22	3	0	2	1	0
WBGene00234594	99	120	289	37	35	30	54	235	0	0	0	0
WBGene00234599	1	0	0	55	8	12	236	0	2	4	1	2
WBGene00234603	322	269	833	678	460	799	2810	80	210	170	280	273
WBGene00234605	5	3	4	67	20	52	632	61	30	24	21	5
WBGene00234610	0	1	0	6	3	4	28	2	7	4	4	2
WBGene00234611	4	4	4	111	15	32	844	0	25	29	45	5
WBGene00234614	9	6	26	15	22	40	120	0	23	18	40	6
WBGene00234617	0	0	0	0	3	3	11	3	0	0	0	1
WBGene00234620	10	11	28	17	5	10	88	0	25	25	32	2
WBGene00234621	1	0	3	33	0	1	71	0	7	10	10	2
WBGene00234628	2	0	8	10	2	2	1	6	0	0	0	0
WBGene00234629	3	4	15	22	18	42	64	0	3	5	8	4
WBGene00234639	0	0	0	0	0	0	195	0	1	2	1	0
WBGene00234641	2	3	3	13	2	3	764	0	12	9	15	1
WBGene00234657	1	3	4	21	4	4	210	2	4	3	6	1
WBGene00234665	9	2	12	56	39	40	140	47	11	11	21	5
WBGene00234689	3	1	3	10	0	2	1	0	1	0	0	0
WBGene00234690	33	27	83	25	28	60	343	0	9	8	15	63
WBGene00234693	50	26	71	48	41	69	106	0	19	13	20	41
WBGene00234700	0	0	0	0	0	0	1	0	0	0	0	0
WBGene00234706	6	1	5	77	27	42	163	18	38	12	56	33
WBGene00234710	65	29	102	3	6	21	23	0	6	6	7	20
WBGene00234713	0	3	2	1	0	2	9	0	0	0	0	1
WBGene00234752	152	136	351	932	91	185	517	0	51	34	65	95
WBGene00234754	0	0	0	17	0	2	3	10	1	0	0	0
WBGene00234758	0	0	0	0	0	0	0	3	0	0	0	0
WBGene00234759	0	1	1	0	0	1	0	0	0	0	0	0
WBGene00234760	0	0	0	0	0	0	0	1	0	0	0	3
WBGene00234761	3	1	4	1	2	1	3	0	0	2	0	0
WBGene00234762	3	2	3	2	3	10	0	3	0	1	2	7
WBGene00234763	0	0	0	0	0	0	1	0	0	0	0	0
WBGene00234764	1	0	0	2	0	0	0	0	0	0	0	0
WBGene00234765	0	0	0	2	0	0	0	0	0	0	0	0
WBGene00234768	3	0	6	0	7	8	1	0	0	0	1	0
WBGene00234769	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234770	0	0	1	0	0	1	0	0	1	0	1	0
WBGene00234771	0	0	1	2	1	3	2	0	2	0	0	1
WBGene00234772	0	0	0	2	1	0	1	0	0	0	0	0
WBGene00234773	0	1	0	1	1	1	1	6	1	0	0	0
WBGene00234774	0	0	0	0	0	2	0	5	0	0	0	0
WBGene00234775	0	1	3	4	4	13	15	3	0	3	2	1
WBGene00234776	11	2	11	1	12	19	8	0	9	11	12	12
WBGene00234777	0	0	0	9	6	14	31	17	1	1	0	3
WBGene00234778	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234781	0	0	2	0	4	3	2	0	1	0	1	2
WBGene00234784	0	1	3	1	2	5	1	0	0	0	0	2
WBGene00234785	107	59	157	7	47	100	11	0	68	57	70	200
WBGene00234786	0	0	0	0	1	2	0	0	1	0	0	0
WBGene00234787	0	0	0	1	0	2	0	0	0	0	2	0
WBGene00234790	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234791	0	0	0	0	0	0	1	0	0	0	0	0
WBGene00234792	0	0	0	0	0	1	0	0	0	0	0	0
WBGene00234794	0	0	0	3	1	0	1	4	0	0	0	0
WBGene00234796	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234797	0	0	0	0	0	1	0	0	0	0	0	0
WBGene00234798	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234799	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234800	1	1	2	0	1	1	0	0	0	0	0	0
WBGene00234801	0	0	1	1	9	26	12	9	4	4	2	2
WBGene00234802	0	0	0	0	1	1	0	0	1	0	0	0
WBGene00234803	2	1	1	53	6	15	5	0	6	9	7	4
WBGene00234804	0	0	1	0	0	0	1	0	0	0	0	0
WBGene00234805	0	0	0	0	0	0	0	3	0	0	0	0
WBGene00234806	0	0	0	0	0	2	1	0	3	0	1	0
WBGene00234807	0	0	1	1	1	0	0	0	1	0	0	1
WBGene00234808	0	0	0	2	0	1	0	0	1	0	0	0
WBGene00234810	0	0	0	0	0	2	0	0	1	0	1	0
WBGene00234812	0	0	0	3	2	1	0	1	0	0	1	0
WBGene00234813	0	1	0	49	3	0	2	0	0	0	1	2
WBGene00234814	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234815	0	0	1	0	0	0	0	0	0	0	0	0
WBGene00234816	1	0	2	2	0	0	1	0	1	0	1	0
WBGene00234817	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234818	0	0	2	0	0	0	0	0	0	0	0	0
WBGene00234819	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234820	0	0	0	2	1	1	0	0	0	0	0	0
WBGene00234821	0	0	0	3	1	5	3	0	3	1	2	1
WBGene00234822	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234823	3	0	2	0	3	5	0	0	3	0	2	2
WBGene00234825	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234826	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234827	0	0	0	1	8	18	0	17	0	0	0	0
WBGene00234829	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234831	0	0	0	0	0	2	0	1	0	0	0	0
WBGene00234833	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234834	0	0	0	2	1	0	0	0	0	0	0	0
WBGene00234837	3	2	2	6	40	97	2	22	16	13	18	12
WBGene00234838	0	0	0	0	0	0	0	0	0	1	0	0
WBGene00234840	0	0	0	1	1	3	0	0	0	0	0	0
WBGene00234841	0	0	0	0	1	0	0	0	0	0	0	0
WBGene00234843	0	0	3	9	1	3	20	0	9	2	6	14
WBGene00234844	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234845	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234846	2	2	7	0	0	6	3	1	0	1	0	1
WBGene00234847	0	0	0	0	0	0	0	0	0	0	0	2
WBGene00234848	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234849	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234850	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234851	0	0	0	0	2	4	0	6	0	0	0	1
WBGene00234852	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234854	0	0	0	2	0	1	3	0	0	0	1	0
WBGene00234855	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234856	0	0	0	0	0	0	1	0	0	0	0	0
WBGene00234857	0	0	0	0	1	1	0	0	0	0	0	1
WBGene00234860	0	0	0	1	1	0	0	0	0	0	0	0
WBGene00234862	0	0	0	0	0	2	0	17	0	0	0	1
WBGene00234864	1	2	1	1	1	2	1	8	0	0	0	0
WBGene00234865	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234866	0	0	0	0	1	0	9	0	1	1	1	0
WBGene00234868	3	0	4	0	2	3	0	0	0	0	0	0
WBGene00234869	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234870	0	0	0	1	2	4	4	2	1	1	1	2
WBGene00234871	0	1	0	0	0	0	0	0	0	0	2	1
WBGene00234872	0	0	0	2	2	2	0	0	0	0	0	0
WBGene00234874	3	2	11	24	7	15	18	0	4	0	0	12
WBGene00234875	0	0	0	2	4	8	0	6	1	0	1	0
WBGene00234876	0	0	0	0	3	2	0	1	0	0	0	0
WBGene00234877	0	0	0	1	0	0	0	0	0	0	0	0
WBGene00234878	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234879	0	1	0	2	0	1	0	0	0	0	0	0
WBGene00234880	0	0	1	8	0	0	0	0	1	0	0	0
WBGene00234882	0	0	0	0	0	1	0	0	0	0	0	0
WBGene00234883	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00234886	0	0	0	0	5	3	1	0	0	0	0	0
