# Gene expression in TPM for each run in  study ERP000948
	ERR048962	ERR048970	ERR048972	ERR048961	ERR048967	ERR048969	ERR048974	ERR048964	ERR048963	ERR048971	ERR048973	ERR048965
WBGene00228852	52.14	63.35	72.12	41.84	35.27	34.77	23.83	93.87	25.98	31.14	30.03	24.47
WBGene00228854	27.89	33.28	30.16	75.48	31.89	19.11	586.93	1023.77	355.69	364.33	365.26	0
WBGene00228855	5.78	3.26	7.55	20.42	21.64	21.77	3108.56	262.42	1227.08	1171.86	1258.09	3.33
WBGene00228858	79.16	110.29	118.09	37.16	49.73	44.46	61.57	0	37.39	40.8	33.76	23.86
WBGene00228861	7.01	9.55	11.74	20.52	17.43	12.97	11.25	20.89	5.12	3.84	1.91	5.54
WBGene00228863	4.51	8.38	4.31	16.99	0	1.99	0	134.36	0	8.24	4.9	0
WBGene00228864	7.32	8.39	10.25	9.77	23.45	18.74	6.37	43.23	1.84	1.77	2.7	11.36
WBGene00228865	8.08	9.64	12.51	9.28	13.85	12.42	32.93	97.39	9.57	8.32	16.14	6.97
WBGene00228866	243.68	290.94	200.47	9.04	336.15	379.07	4.21	25.06	8.94	7.82	6.65	11.13
WBGene00228867	35.91	38.71	42.2	13.88	56.58	51.71	87.69	89.2	200.67	213.41	205.51	25.41
WBGene00228869	0	0	0	0.82	0	0	0	0	0	0	0.77	0
WBGene00228870	0	0	0	65.88	0	0	0.11	17.35	0	0	0.51	0.74
WBGene00228871	0.25	1.26	0.73	0.15	3.93	3.58	30.61	121.27	0	0	0	0.4
WBGene00228872	0.24	0.59	0.46	0.14	0.82	0.21	0.55	10.68	0	0	0	1.89
WBGene00228875	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00228876	5.85	2.41	5.28	1.51	11.14	6.3	3.57	9.68	14.68	9.5	6.36	15.42
WBGene00228877	1.24	0.92	0.71	17.28	2.56	2.84	3.42	1.85	0.66	0	0	1.57
WBGene00228878	14.94	12.62	15.28	28.76	34.37	35.61	4.98	73.39	9.03	13.65	4.8	6.45
WBGene00228883	0	0	0	2.56	0	0	0.08	1.37	0	0	0	0
WBGene00228885	0	0	0	0	0	0	0.1	0	0	0	0	0
WBGene00228886	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00228887	2.01	3.32	2.24	15.54	6.9	7.68	0.31	0	1.78	0	0	0
WBGene00228888	34.13	41.86	36.95	116.55	4.14	4.56	0.87	12.84	11.46	11.34	8.63	5.45
WBGene00228889	215.3	205.59	207.32	102.24	152.81	164.77	69.76	135.1	66.8	70.68	72.89	150.53
WBGene00228892	69.83	74.37	82.58	42.68	39.27	37.33	10.2	20.72	17.39	16.44	17.79	6.99
WBGene00228893	322.28	324.32	286.75	268.51	460.56	451.37	297.81	211.13	306.48	285.37	296	245.03
WBGene00228896	36.32	38.42	45.22	24.32	26.59	25.24	80.6	0	19.82	19.7	20.08	49.76
WBGene00228897	180.91	190.23	198.28	2.48	57.81	60.72	0.25	12.11	0	0.11	0.07	0.76
WBGene00228902	0	0.52	0.81	88.1	2.17	3.72	0.19	138.36	0	0	0	4.01
WBGene00228903	6.67	5.16	3.19	0.97	1.43	6.61	0.76	0	1.11	1.52	2.72	5.27
WBGene00228905	2.73	2.66	1.77	16.38	4.68	3.78	57.94	58.07	9.58	10.68	10.6	4.93
WBGene00228909	7.02	7.61	7.56	37.15	1.51	4.64	222.75	6.54	224.01	279.05	202.41	13.89
WBGene00228910	3.66	1.95	6.14	6.98	7.63	5.3	0.18	85.79	0	0.48	0.28	0.41
WBGene00228911	601.35	574.37	588.56	7.62	199.46	204.94	0.09	23.74	0	0	0	0
WBGene00228912	1.54	3.18	1.48	94.76	2.64	6.34	0.82	677.7	2.05	0.94	1.12	4.88
WBGene00228913	11.97	10.59	4.91	1.98	14.66	10.55	3.92	12.74	9.09	3.12	7.44	21.64
WBGene00228914	1.43	3.55	2.19	64.66	15.73	12.12	2.89	61.94	0.76	0	0	6.35
WBGene00228917	4.37	4.6	5.64	6.12	7.07	5.67	2.91	28.88	0.22	0.15	0.63	6.78
WBGene00228918	9.38	9.89	11.5	21.25	11.58	9.66	51.83	68.6	13.87	12.66	13.74	10.27
WBGene00228919	21.65	24.63	28.54	13.18	16.44	23.15	13.11	58.2	3.78	5.19	1.54	2.25
WBGene00228921	259.78	274.92	288.36	549.36	142.29	148.3	619.25	41.41	710.56	766.36	765.03	115.87
WBGene00228922	9.36	9.39	9.28	28.43	16.82	16.69	38.48	426.77	73.47	79.41	88.01	3.53
WBGene00228924	7.67	8.32	9.27	72.72	21.06	19.36	20.81	158.71	5.74	7.01	5.43	1.82
WBGene00228927	201.54	209.01	199.36	138.39	143.18	140.71	41.95	111.98	58.18	58.09	62.97	69.63
WBGene00228928	65.21	81.91	92	155.56	69.88	70.93	18.87	87.07	23.5	20.81	26.51	28.28
WBGene00228929	0	0	0	24.04	6.92	9.05	12.53	325.29	0.49	0	0.4	1.16
WBGene00228930	118.08	124.08	138.32	1.32	41.4	38.52	0.6	7.29	0	0	0	0
WBGene00228931	22.11	25.57	23.4	4.7	44.66	47.84	0.11	0	0	0.9	0	0
WBGene00228932	15.47	19.16	21.66	4.75	28.09	22.65	11.37	40.68	6.35	4.16	5.69	8.28
WBGene00228933	6.03	6.79	9.18	3.5	21.61	15.45	2.76	32.66	1.46	1	0	5.2
WBGene00228934	288.47	291.48	306.68	112.58	151.31	146.09	47.65	72.6	51.81	55.06	57.71	190.4
WBGene00228936	8.19	10.77	9.88	11.05	27.6	25.23	29.5	108.16	7.22	9.74	10.42	14.22
WBGene00228937	0.26	1.3	0.38	1.07	7.67	6.49	3.08	64.68	0.7	0.48	0.86	1.66
WBGene00228938	0	1.28	0.99	83.87	3.54	0.91	2.13	0	1.37	0	1.12	0
WBGene00228939	1.31	0	1.89	22.09	15.21	8.39	35.99	95.43	8.29	4.8	8.22	2.6
WBGene00228940	16.67	18.48	17.64	1.53	12.04	13.15	5.43	0	4.67	1.6	1.91	16.66
WBGene00228942	16.47	12.56	16.13	24.54	36.94	41.09	40.21	62.31	11.12	13.89	9.93	30.47
WBGene00228943	0	0	0	55.7	2.55	1.12	0.05	74.42	0	0.39	0.23	1.68
WBGene00228944	0	0	0	37.36	1.08	1.11	0.14	28.24	0	0	0	0
WBGene00228945	224.78	265.48	268.41	42.06	53.81	62.61	58.06	19.25	61.83	65.43	62.24	72.71
WBGene00228948	10.44	19	20.14	15.32	21.82	20.12	4.41	31.6	3.47	5.96	6.39	1.03
WBGene00228949	59.98	60.64	80.26	27.69	77.36	75.26	23.38	109.06	12.76	10.52	13.31	89.97
WBGene00228950	35.38	29.85	36.84	61.56	20.88	23.13	76.06	214.51	87.67	73	81.68	46.95
WBGene00228951	1.01	0.42	1.45	6.46	10.41	3.57	29.85	115.62	9.42	9.86	11.74	15.48
WBGene00228953	0	0	0	65.49	1.63	0	0.44	17.68	1.89	2.6	1.03	0.75
WBGene00228955	0.61	3.78	3.61	1.18	3.14	1.08	11.16	50.07	1.9	1.49	1.99	4.51
WBGene00228957	36.25	35.35	38.67	3.04	54.74	48.76	3.12	184.07	0.76	1.52	1.46	1.92
WBGene00228959	1.05	1.31	1.26	51.7	17.19	12.55	20.92	169.02	14.03	14.46	12.63	3.34
WBGene00228960	1	4.95	2.87	30.11	25.68	21.99	32.5	111.59	11.95	10.95	18.46	9.48
WBGene00228961	0	0	0	20.36	2.11	0	0.71	64.26	0	0	0	0
WBGene00228962	65.58	60.02	77.55	121.57	68.38	71.39	663.66	9.58	165.27	194.28	193.55	183.13
WBGene00228963	51.26	65.58	63.65	58.87	107.45	106.57	159.24	54.92	69.48	94.28	88.21	46.65
WBGene00228964	10.51	10.68	13.67	3.75	21.26	15.2	0.06	170.68	0	0	0	0.43
WBGene00228965	0.62	1.55	0.9	0.36	3.74	4.4	4.79	13.94	1.24	2.28	3.05	0.49
WBGene00228973	28475.1	15245.39	9048.49	57.34	76.49	77.04	0.2	4.37	1.17	3.22	0.96	1.86
WBGene00228974	56.04	62.63	66.91	1.59	29.68	22.75	1.39	176.04	0.73	0.5	2.39	1.3
WBGene00228975	16.68	14.27	14.45	34.78	34.06	36.4	34.15	2.96	26.4	21.78	16.42	16.97
WBGene00228976	0.4	0.74	0.28	5.22	9.51	6.45	4.99	171.1	0.39	0.54	0	0.94
WBGene00228977	107.82	120.37	132.43	37.22	83.87	86.24	42.83	65.03	39.02	38.35	44.41	86.38
WBGene00228979	24.53	14.44	20.55	181.07	84.17	82.16	435.3	4.57	138.63	140.12	131.47	36.88
WBGene00228980	0	0	0.16	2.79	1.47	0	1.22	35.8	0	0	0	1.36
WBGene00228981	105.79	112.95	107.72	584.17	76.57	82.31	3.61	0	2	4.8	2.04	4.75
WBGene00228982	96.84	81.59	69.7	69.64	34.55	46.42	2.31	0	1.03	0	1.69	1.23
WBGene00228984	14.24	16	15.97	89.89	23.72	26.71	34.42	128.09	25.02	23.79	27.22	24.78
WBGene00228986	12958.41	9895.46	9516.09	107.32	190.06	203.46	7.26	24.41	18.87	5.99	13.66	5.18
WBGene00228987	56.04	43.49	50.8	45.31	76.71	58.61	73.99	546.31	25.59	25.35	26.79	39.41
WBGene00228988	3752.87	3964.27	4093.95	155.73	210.4	221.29	7.2	140.35	8.99	14.12	7.88	34.39
WBGene00228989	0.63	0	0.9	39.67	6.46	2.21	0.86	107.57	0.83	0	1.37	0.99
WBGene00228990	0	0	1.46	187.28	2.62	2.24	4.2	0	1.35	0	0.55	1.61
WBGene00228991	0	0	0	75.8	0	0.32	0	8.23	0	0.67	0	0.58
WBGene00228994	41.61	52.92	65.44	68.14	57.53	58.79	69.81	60.1	55.81	56.28	58.03	51.33
WBGene00228995	0.46	1.15	0.22	0.27	0.79	2.04	1.06	0	0	0	0.5	0
WBGene00228996	2.66	3.3	6.8	11.33	15.23	17.22	4.68	0	2.36	6.49	0.97	4.22
WBGene00228997	0	0	0	4.06	0	0	25.09	0	2.15	4.92	3.52	0
WBGene00228998	140.04	122.33	113.23	22.7	150.69	128.01	68.31	550.98	23.13	29.41	23.66	46.11
WBGene00228999	14.64	15.91	17.65	86.27	9.22	8.42	9.45	73.45	6.95	8.46	7.64	1.89
WBGene00229000	22.85	22.89	23.03	117.28	92.55	84.81	100.65	474.53	60.1	63.07	61.35	51.53
WBGene00229001	50.78	58.98	57.51	41.31	55.34	50.73	12.03	97.42	16.15	18.99	16.32	50.52
WBGene00229002	4.91	2.34	6.32	88.89	2.59	3.33	1.13	0	11.54	6.9	13.55	5.97
WBGene00229003	28.98	17.95	28.15	0.49	51.17	61.59	1.37	0	1.13	0	0	21.58
WBGene00229004	72.75	75.65	80.82	33.9	74.09	57.52	59.8	7.26	52.25	48.67	64.31	47.28
WBGene00229005	8.7	19.4	19.15	17.15	47.74	32.19	33.51	0	27.76	28.61	22.71	35.78
WBGene00229007	30.98	41.21	39.61	6.08	27.61	23.15	2.61	15.84	2.83	1.94	1.49	0.96
WBGene00229008	1.66	1.37	1.59	0	4.75	1.46	0.51	20.64	0.74	2.02	0	0.88
WBGene00229010	0.42	0.26	0.6	2.18	2.15	1.11	6.96	18.71	1.11	0	0.23	0.33
WBGene00229011	16.57	14.87	12.45	30	34.8	32.99	52.16	38.33	37.61	28.2	32.96	18.09
WBGene00229012	21.86	17.66	20.92	49.61	59.77	50.81	31.96	11.8	24.43	27.21	21.37	27.07
WBGene00229014	12.9	12.67	12.13	3.35	21.36	16.07	0.31	43.08	1.18	0	0	0
WBGene00229015	1.21	0.83	0.64	6.61	6.9	5.79	14.29	140.8	1.43	1.22	2.92	2.33
WBGene00229016	29.32	26.97	32.66	93.49	48.08	52.98	33.62	49.48	18.39	20.22	17.86	45.52
WBGene00229017	0	0	0	63.13	2.01	0.26	0	59.03	0	0	0	0
WBGene00229018	126.17	122.87	150.64	118.36	84.28	73.73	132.67	0	107.71	122.97	106.93	91.76
WBGene00229019	0	0	0	1.34	1.32	0.34	1.42	14.38	0.51	0.71	0.42	0
WBGene00229021	14.97	20.09	18.65	1.45	5.88	7.42	132.57	25.56	22.8	25.07	25.45	0.49
WBGene00229022	3.59	4.13	3.19	3.42	22.43	19.21	10.35	185.38	3.41	2.34	2.51	2.43
WBGene00229024	34.77	36.9	38.62	40.91	34.53	33.72	16.75	74.39	11.28	11.55	10.14	23.69
WBGene00229025	10.9	15.25	14.64	34.67	42.22	35.48	19.47	585.67	10.05	10.28	11.67	21.98
WBGene00229026	4.66	4.69	4.88	20.45	2.5	4.11	4.14	0	5.04	3.19	2.54	3.69
WBGene00229027	40.65	55.37	57.72	25.8	75.76	70.91	59.65	275.18	34.66	41.97	42.32	95.25
WBGene00229029	19.07	14.8	19.68	51.03	44.92	39.07	69.85	87.31	29.32	31.49	36.74	14.18
WBGene00229032	4.17	5.4	7.43	23.61	22.41	24.53	12.2	316.09	6.04	5.19	7.01	11.69
WBGene00229033	26.03	28.67	27.49	34.03	79.37	54.98	45.86	606.57	19.23	17.37	17.08	34.65
WBGene00229037	0	0	0	1.54	3.04	0	1.02	0	1.18	0	0	1.4
WBGene00229038	48.92	46.21	39.37	174.62	64.17	76.18	24.61	12.51	30.77	34.18	33.66	54.26
WBGene00229039	20.56	20.98	19.68	7.71	25.93	22.38	12.06	0	6.43	5.53	9.21	18.18
WBGene00229040	1.63	0	0.78	0.94	1.39	0.72	0.37	0	0	0	0	0
WBGene00229041	0	0	0	57.77	0.77	0.59	0	10.01	0	0.41	0	1.77
WBGene00229042	0	0	0.34	7.75	1.21	1.24	0.65	0	0	0	0	0
WBGene00229043	0	0	0	11.4	2.93	5.27	9.41	95.56	1.14	1.56	2.79	0
WBGene00229044	0	0.43	0	16	0	0	0.24	36.43	0	0	0.38	0.55
WBGene00229046	49.62	50.28	47.56	53.02	50.1	52.99	50.39	74.69	20.47	27.25	25.67	21.47
WBGene00229047	2.26	4.67	3.78	17.69	12.92	11.28	5.53	2.81	4.51	1.38	1.64	2.38
WBGene00229048	39.12	38.04	38.88	25.53	39.61	35.91	34.33	2.02	18.06	14.4	16.85	24.5
WBGene00229049	273.72	266.38	285.25	11.35	194.27	193.14	85.45	573.11	84.12	89.44	87.86	40.38
WBGene00229050	0	0	0	0.43	1.26	0	7.92	0	0	0	0	0
WBGene00229051	0.76	0.95	1.1	2.66	13.12	8.09	17.71	222.26	0	0	0.83	2.42
WBGene00229052	72.81	71.4	78.03	67.35	83.51	75.57	37.28	33.29	38.01	42.45	38.39	48.06
WBGene00229054	0	0	0	0	5.93	3.05	1.32	0	0	0	1.25	0
WBGene00229055	1.81	1.12	1.01	64.61	3.1	1.06	2.49	24.68	2	3.3	2.62	0.95
WBGene00229056	71.12	77.34	83.08	22.47	69.43	67.98	5.78	49.31	7.37	9.81	10.25	21.51
WBGene00229057	7.42	4.95	3.96	0.83	4.9	4.03	17.28	0	2.28	4.17	3.73	11.75
WBGene00229060	34.55	35.67	39.96	180.04	121.8	125.15	218.84	0	59.97	49.11	54.82	50.11
WBGene00229061	0.44	1.64	0.42	73.25	1.51	4.27	6.76	52.47	5.27	1.61	2.87	0
WBGene00229062	54.13	49.86	41.5	21.67	19.72	12.66	31.09	24.99	31.85	21.01	17.2	18.95
WBGene00229065	0	1.05	0.41	6.39	5.81	2.99	4.86	265.27	2.25	0	1.84	0
WBGene00229071	60.96	62.72	76.24	65.03	45.42	43.63	25.27	132.58	15.22	14.87	18.31	22.91
WBGene00229074	13.95	18.47	21.12	8.98	38.02	38.89	1.23	140.96	0.76	1.05	1.25	2.72
WBGene00229076	0.39	0.48	0.47	52.14	1.01	1.38	0.09	0	0.52	0	0	0.31
WBGene00229078	58.25	62.56	72.49	77.93	81.27	88.29	74.8	0	35.11	31.23	40.14	24.58
WBGene00229079	93.59	111.13	149.31	18.09	43	39.76	39.09	33.21	31.85	29.53	40.61	71.4
WBGene00229080	1.67	2.07	1.87	0.97	15.29	7.85	2.43	153.6	0	1.02	0.61	38.79
WBGene00229082	3.55	4.4	4.5	2.56	12.67	10.99	12.4	74.33	2.81	1.58	2.19	4.1
WBGene00229084	1.23	0	0.78	4.52	18.27	11.92	4.98	1239.75	0.54	0	0	2.59
WBGene00229085	34.34	32.18	40.37	1.12	27.98	28.18	345.99	41.59	118.14	122.78	127.27	19.02
WBGene00229086	0	0	0	86.66	0	0	0.16	15.25	0	0	0	1.08
WBGene00229088	6.71	5.29	8.93	7.07	19.87	16.66	4.03	67.26	1.62	2.23	2.12	4.05
WBGene00229089	1.77	1.25	1.69	27.8	3.9	3.34	105.36	7.52	42.27	49.8	47.77	2.4
WBGene00229090	111.85	107.87	121.33	256.4	58.72	61.63	56.85	127.56	43.16	40.45	49.77	50.9
WBGene00229091	20.89	24.1	26	11.44	54.63	54.99	31.93	100.56	12.57	13.64	14.98	23.41
WBGene00229096	0	0	0	0.31	0	1.43	0.25	24.23	0	0	0	0
WBGene00229098	1.11	1.38	1.6	46.84	0	0.98	154.27	11.04	25.61	29.79	39.1	0.59
WBGene00229100	14.27	16.67	15.52	33.94	35.32	37.01	24.64	44.06	9.76	8.57	12.65	13.55
WBGene00229101	48.41	42.57	44.47	4.53	58.93	65.36	13.25	0	7.27	4.28	11.04	129.72
WBGene00229102	0.77	0	1.28	0.67	1.31	0.34	9.57	22.83	1.53	0.7	1.67	7.27
WBGene00229103	1.55	0.96	0.37	70.99	1.33	2.05	1.24	0	3.09	0	1.69	0
WBGene00229104	84.77	101.51	109.37	9.89	46.33	41.18	2.89	181.43	0	0	0.19	0.84
WBGene00229105	0.74	1.83	0	5.15	2.54	3.91	1.19	0	0	0	0.81	0
WBGene00229106	20.14	23.6	27.87	420.85	40.17	34.72	17.27	437.18	36.67	39.6	41.68	6.58
WBGene00229107	1.63	2.43	2.03	41.43	2.8	3.45	0.3	0	2.17	1.19	1.42	1.03
WBGene00229109	0	0	0	14.55	6.88	6.14	0.04	194.81	0	0	0	0.83
WBGene00229111	0.3	0.37	0.14	1.11	4.3	1.95	1.22	61.58	0	0	0	0.47
WBGene00229112	0	0.45	0	124.9	0	1.29	0	10.88	0	0	0	0.58
WBGene00229113	122.45	131.24	143.5	73.9	96.17	104.51	38.94	101.9	38.68	40.44	42.88	96.58
WBGene00229114	246.42	268.52	283.46	54.11	160.73	169.98	36.12	55.5	40.15	42.33	42.47	101.01
WBGene00229115	0.98	0	0.94	0	0	2.6	1.35	0	1.31	0	0	1.55
WBGene00229116	38.96	43.88	43.22	10.27	60.74	79.58	30.05	13.2	58.86	55.01	38.53	28.02
WBGene00229118	20.11	17.46	20.07	13.46	26.24	24.68	22.07	134.47	10.51	10.68	13.28	9.52
WBGene00229120	0.66	2.46	5.07	34.2	12.5	21.02	18.08	330.81	4.4	2.42	2.16	4.19
WBGene00229121	0	0	0.39	0.47	4.15	4.97	1.29	96.13	0	0	0.88	1.28
WBGene00229122	1.35	1.67	1.83	19.82	1.93	1.98	2.58	6.7	0.9	2.05	3.43	0.36
WBGene00229123	11.86	14.15	16.07	15.58	7.29	9.07	0.51	5	0.6	0.41	0.49	0.35
WBGene00229124	3.47	4.62	5.49	1.7	31.55	32.18	6.48	73.5	1.06	2.92	1.16	1.27
WBGene00229126	2.36	2.75	2.32	5.71	4.76	5.63	2.04	82.74	0.18	0	0.3	2.42
WBGene00229129	0.4	0.5	0.19	16.25	3.43	4.23	0.09	149.18	0	0	0	2.53
WBGene00229130	0.24	0.6	0.35	0.85	2.08	1.93	0.67	83.31	0	0	0	0.38
WBGene00229131	28.96	27.27	30.83	17.88	26.28	28.81	30.75	38.51	13.62	16.28	15.41	53.29
WBGene00229132	137.7	121.44	131.47	322.44	5.33	3.65	1204.35	118.3	718.54	750.54	766	5.46
WBGene00229133	120.81	61.97	51.29	221.13	124.78	115.62	540.65	72.61	234.03	250.47	231.8	192.19
WBGene00229134	147.17	141.83	143.41	228.92	152.57	143.74	261.25	131.4	382.94	359.14	372.44	73.72
WBGene00229135	0	0	0	138.19	5.64	2.9	0.54	112.07	3.12	0.86	0.51	0.74
WBGene00229136	2.47	5.11	3.94	14.34	22.62	8.71	31.75	6.14	7.67	9.04	8.07	2.61
WBGene00229137	27.65	21.59	34.8	18.82	26.8	40.25	43.13	259.76	7.99	18.67	24.19	38.99
WBGene00229138	42.75	24.86	26.72	17.2	41.9	49.2	14.6	240.54	0	0	0	423.78
WBGene00229139	2.84	4.18	5.7	2.06	15.85	9.24	2.53	125.81	2.13	2.27	1.16	1.12
WBGene00229140	0	0	0	0	0	1.02	0	34.37	0	0	1.25	0
WBGene00229141	16.9	20.21	21.31	58.48	8.82	5.83	0	235.49	0	0	0.16	1.86
WBGene00229142	1.38	0	1.65	6.79	3.54	4.85	18.79	25.66	2.75	2.52	3	1.09
WBGene00229143	9.07	11.6	10.36	313.68	3.01	1.8	10.6	6.54	4.67	6.41	4.46	14.81
WBGene00229144	10.4	9.45	7.63	15.68	15.46	14.67	22.58	0	11.99	25.35	21.13	15.36
WBGene00229145	9.72	12.05	9.49	4.96	10.67	13.02	13.02	0	11.37	12.08	14.39	12.92
WBGene00229147	2.68	0	0	0	0	2.36	0	59.92	0	0	0	0
WBGene00229149	41.6	49.1	55.7	10.09	68.28	67.31	83.51	30.73	25.03	27.2	24.39	14.47
WBGene00229150	113.45	117.08	130.67	83	98	85.93	150.54	169.9	120.15	133.53	150.03	60.85
WBGene00229151	41.39	41.29	46.72	24.93	59.28	57.43	21.45	231.65	19.49	17.65	20.63	34.47
WBGene00229152	91.21	126.31	81.32	183.25	126.8	137.64	83.39	577.55	76.88	91.52	84.32	86.78
WBGene00229153	2.42	2.62	3.47	16.66	3.63	9.06	62.81	63.08	3.22	1.11	0.33	1.91
WBGene00229154	26.82	34.38	32.46	30.39	30.14	36.13	17.81	6.89	6.15	5.07	6.71	5.85
WBGene00229155	100.37	131.86	143.24	63.47	205.35	230.71	112.44	193.75	55.47	74.04	62.5	108.11
WBGene00229156	48.34	59.27	61.29	28.03	37.61	37.76	30.28	3.71	23.85	20.03	18.43	27.6
WBGene00229157	10.88	10.83	13.98	13.97	14.68	13.94	31.23	69.32	14.35	15.47	13.76	6.77
WBGene00229158	0.15	0.18	0.14	19.11	0.25	0.26	0	20.56	0	0	0	0.69
WBGene00229159	0	0	0	40.61	0.65	0	0	0	0	0	0	0
WBGene00229160	13.76	16.24	10.66	4.18	3.37	8.08	1.35	53.71	0	3.59	2.14	2.07
WBGene00229162	248.52	235.94	229.44	131.01	310.19	301.07	121.96	66.49	172.73	152.72	157.93	376.02
WBGene00229165	6.1	10.71	8.27	40.11	29.66	23.75	35.33	288.01	15.55	20.45	18.81	25.75
WBGene00229167	2.02	3.5	1.54	3.97	2.07	2.13	12.2	21.03	1.61	2.21	0.44	1.28
WBGene00229168	0	0	0	1.16	1.72	0.44	128.62	0	0.67	0.92	1.09	0
WBGene00229170	23	33.09	27.58	29.54	33.51	27.24	27.44	57.13	14.14	15.82	14.26	10.56
WBGene00229172	85.58	92.75	109.07	48.5	54.84	51.36	38.76	31.96	17.88	21.38	16.12	78.97
WBGene00229173	3.04	1.25	0	2.93	1.74	0.89	25.52	52.78	5.38	7.4	5.5	0
WBGene00229174	1.68	0.69	0.54	31.52	24.98	18.27	0.77	597.01	0	0	0	0
WBGene00229176	3.75	4.64	4.3	45.41	11.57	11.23	36.34	16.75	12.95	8.22	9.38	13.64
WBGene00229177	154.21	163.24	190.9	72.01	76.02	78.91	50.19	124.42	40.76	29.96	54.83	37.94
WBGene00229178	0	0	0.27	106.38	35.39	19.19	0	183.67	0	0	0	0.91
WBGene00229180	376.15	367.57	314.18	291.19	495.9	531.29	263.74	252.56	276.47	285.98	257.21	321.75
WBGene00229181	317.76	336.7	343.22	126.78	116.52	112.97	56.78	0	47.35	50.06	42.32	84.09
WBGene00229182	1295.84	1246.46	1306.02	208.97	365.73	377.42	54.61	13.82	92.03	86.97	89.21	497.44
WBGene00229183	44.51	48.55	50.98	42.03	33.93	40.9	29.18	204.11	24.28	25.38	17.8	37.02
WBGene00229184	21.27	23.23	28.13	26.04	34.59	30.96	17.16	8.22	9.43	12.67	10.8	19.45
WBGene00229185	29.67	30.64	35.78	159.84	45.02	31.85	1582.18	144.58	144.15	176.94	174.46	41.23
WBGene00229187	85.13	75.92	84.62	424.54	12.84	9.89	341.28	76.68	324	369.28	338.94	39.97
WBGene00229188	109.01	98.02	95.09	9.94	278.89	290.73	14.13	59.77	37.32	46.64	49.98	13.27
WBGene00229189	32.56	31.53	35.82	136.07	12.84	11.54	176.24	0	37.81	36.24	40.71	2.37
WBGene00229190	1.38	0.86	1.77	21.8	11.47	9.75	62.19	175.29	20.24	17.28	22.83	3.28
WBGene00229191	16.47	12.25	4.89	37.64	15.26	12.19	0.45	272.51	10.07	11.44	7.17	1.04
WBGene00229192	4.88	7.19	3.78	37.98	1.99	4.5	0.69	5.19	54.03	82.34	80.6	1.1
WBGene00229193	0.34	2.98	1.97	0.8	7.65	6.35	0	176.43	0	0	0	0
WBGene00229194	0.89	0.55	0.64	62.8	2.67	2.55	1.33	92.78	1.48	0	1.69	4.57
WBGene00229195	4.6	6.59	5.9	14.87	7.47	7.89	145.36	57.68	59.49	68.95	66.31	4.21
WBGene00229196	7.32	4.08	5.25	8.06	10.04	15.8	21.48	59.99	7.78	6.69	6.37	5.21
WBGene00229197	0	0	0.93	47.08	4.17	3.43	0.06	10.87	0	0	0	0
WBGene00229198	0	0	0	1.01	0.6	0.62	624.49	0	1.39	1.28	1.52	0
WBGene00229199	3.04	2.35	2	2.86	5.21	4.69	1.31	5.66	0	0	0	1.2
WBGene00229201	11.87	14.09	14.68	50.05	46.23	41.18	55.46	12.9	24.66	23.5	25.56	26.61
WBGene00229202	1.47	0.91	3.52	0.85	0	0.65	0.51	0	0	0	0	2.32
WBGene00229203	35.68	38.51	36.98	101.94	84.1	89.7	45.78	370.3	38.13	38.4	43.11	64.08
WBGene00229204	14.36	16.78	17.28	82.81	3.52	1.81	35.28	0	56.19	65.99	60.27	4.54
WBGene00229205	39.13	44.9	47.67	60.35	29.36	27.82	3.62	107.7	1.77	2.03	4.11	4.57
WBGene00229206	30.89	29.09	32.67	39.42	60.4	57.71	16.79	513.36	8.21	5.08	7.06	9.78
WBGene00229207	5.47	5.32	6.73	12.45	6.7	7.57	54.61	0	10.38	12.84	9.77	27.8
WBGene00229208	158.62	199.73	223.08	137.83	68.75	63.83	176.94	0	76.9	65.41	67.6	132.74
WBGene00229209	2.86	8.27	6.84	2.76	8.18	5.88	3.72	0	3.8	0	5.19	3.02
WBGene00229211	1.42	3.8	1.92	597.28	9.31	10.19	0.27	89.73	0	0	0	5.23
WBGene00229213	10.31	10.09	9.09	115.23	3.72	9.09	0.25	0	0	0	0	2.58
WBGene00229214	0.3	0.37	0.43	76.97	0	0.26	1.24	0	0	0.55	0	0.95
WBGene00229215	0.29	1.09	0.98	2.38	1.01	1.29	0.94	0	0.78	0	0	0.93
WBGene00229217	15.29	12.14	24.2	0.91	1.34	1.38	11.86	0	9.38	7.16	10.23	5.58
WBGene00229218	7.37	5.3	6.83	11.58	2.86	3.14	21.05	5.32	16.44	24.77	23.29	9.03
WBGene00229219	1.23	0.22	1.01	2.04	1.51	1.71	19.1	11.81	11.94	11.27	10.73	0.56
WBGene00229220	0	0	0.13	33	0.46	0.71	0.68	50.25	0.36	0	0.29	0.43
WBGene00229221	4.79	10.71	10.05	13.34	5.56	3.81	35.75	51.77	11.08	13.26	10.92	3.66
WBGene00229223	16.63	12.88	18.9	18.25	20.88	20.14	39.21	6.64	21.32	20.08	18.74	12.68
WBGene00229224	0	0	0	62.41	4.58	4.31	3.77	125.92	0.59	0.81	0	0
WBGene00229227	217.7	217.16	202.63	14.44	172.46	178.83	7.61	48.12	45.99	47.2	47.67	18.24
